;$\overline{I}_{3800\text{–}2500}$;$I_{3375}$;$\overline{I}_{3375 \pm 32}$;$I_{3293}$;$\overline{I}_{3293 \pm 32}$;$I_{2928}$;$\overline{I}_{2928 \pm 32}$;$\overline{I}_{1800\text{–}900}$;$\overline{I}_{1800\text{–}1500}$;$I_{1722}$;$\overline{I}_{1722 \pm 32}$;$I_{1626}$;$\overline{I}_{1626 \pm 32}$;$I_{1550}$;$\overline{I}_{1550 \pm 32}$;$\overline{I}_{1500\text{–}1300}$;$I_{1396}$;$\overline{I}_{1396 \pm 32}$;$\overline{I}_{1300\text{–}900}$;$I_{1240}$;$\overline{I}_{1240 \pm 32}$;$I_{1155}$;$\overline{I}_{1155 \pm 32}$;$I_{1074}$;$\overline{I}_{1074 \pm 32}$;$I_{877}$;$\overline{I}_{877 \pm 32}$;$\Sigma I_{p,\ 3800\text{–}2500}$;$\Sigma I_{p,\ 1800\text{–}900}$;$\Sigma I_{p,\ 1800\text{–}1500}$;$\Sigma I_{p,\ 1500\text{–}1300}$;$\Sigma I_{p,\ 1300\text{–}900}$
division_3_size_0.2;0.6241112746415785;0.4706653660678651;0.46630258051020784;0.5561797805962327;0.5616633259880505;1.0;0.9856177542463098;0.3514436269328917;0.10647350536580565;0.175896454995188;0.16568286177529845;0.1007095138503824;0.10118637293376843;0.0574165203168948;0.05448656458461174;0.16129962634470812;0.1114334107450403;0.12177155868372291;0.6298665568825742;0.7229957339340878;0.7299932942517029;0.9475143735855178;0.9077963530543868;0.7099220395892083;0.6525221555918485;0.5561090045690049;0.5162144471596873;2.026845146664098;2.8258880470163192;0.33402248916246524;0.1114334107450403;2.380432147108814
division_4_size_bulk;0.45876238816616594;1.0000000000000002;0.9852741221023411;0.8872306727478845;0.8856756156665945;0.3213931830309646;0.32294854431620573;0.6856258452390243;0.5324663191375834;0.4232619064407208;0.40462521436434623;0.9233968917126578;0.8211134485221104;0.6015070306518332;0.6125767242064656;0.800114010770715;1.0000000000000002;0.9510902855948061;0.7432970798233336;0.9173141061541052;0.9022569732639245;0.7906363183804369;0.8018330261308513;0.9078675560908572;0.879001829974852;0.3648522658276549;0.3709557521873248;2.2086238557788493;5.563983809430611;1.948165828805212;1.0000000000000002;2.6158179806253994
division_4_size_5;0.4551867361525884;1.0;0.9864194521326418;0.877825285292348;0.8823561695007085;0.3495507207179157;0.3497857571040176;0.7174834571704026;0.5462337176871682;0.4724927440183367;0.45216008036395183;0.9077722010401184;0.8194504759351359;0.5838344036818953;0.5937166951696783;0.8079579438729432;1.0;0.956794057943665;0.8006893613435578;0.965968614563561;0.9515238867422865;0.8458769070320945;0.8570030565967194;0.9487569625412224;0.91585924725807;0.4751861225810811;0.4797284031990466;2.227376006010264;5.724701832877228;1.9640993487403504;1.0;2.760602484136878
division_4_size_3;0.5880486491508611;0.8905025900239222;0.8926644598962572;1.0;0.9836798102365113;0.9336647966093176;0.8902521346036567;0.6592638652319405;0.616825738102521;0.3009744738357622;0.32213221477791276;1.0;0.9519423911787721;0.8354406150733333;0.8146253081959471;0.6930115491169632;0.7928795390953214;0.7748103152947508;0.674233713359772;0.7259567951519601;0.7159308938376181;0.6992290153767511;0.7057576632656573;0.7869951662936687;0.7704356771555093;0.5100624912561877;0.5154324694249489;2.8241673866332397;5.141475604826796;2.1364150889090956;0.7928795390953214;2.21218097682238
division_4_size_2.5;0.48983565706933274;0.9432007609023711;0.9420502336742558;1.0;0.9846114119489452;0.8859987516398169;0.822029530409991;0.6637116845422765;0.6142966104001883;0.3579556898046279;0.3789734282120201;1.0;0.9194997340979918;0.794394736367726;0.7705186002927173;0.6814218924220672;0.7857574204256514;0.7683760790143678;0.6919094556918489;0.7343891834190175;0.7247096573515649;0.7170878357539949;0.7263853246638368;0.8638769424577957;0.8388043646807741;0.4721975828211717;0.471114055179304;2.8291995125421883;5.253461808228813;2.1523504261723536;0.7857574204256514;2.315353961630808
division_4_size_2;0.5130245209127532;0.6562019936809418;0.6365290350629704;0.6414358183473231;0.6384971027062595;1.0;0.938987258149469;0.7404361505437189;0.5338552087932739;0.4088432665511941;0.4023442524604357;0.7316779826730582;0.7168839137335177;0.6815208731859841;0.6698525687049192;0.811955255035229;0.9610230283098996;0.93400905019748;0.8595740258561196;0.7957706825428807;0.794486299703494;0.902800051424822;0.9059535433228537;0.9999999999999998;0.9829842347148332;0.7683403470109151;0.7709219630224676;2.297637812028265;5.481635884687838;1.8220421224102363;0.9610230283098996;2.6985707339677028
division_4_size_0.4;0.3567769988189615;0.309275709940675;0.3072398520165681;0.4075767524122975;0.4040914284725567;1.0;0.9227377753419204;0.686214767826195;0.647820266897008;0.409194579054547;0.4333778525522156;0.9891239379831318;0.8964216103431346;0.8676248932409192;0.8301770235210506;0.8033360053800324;1.0;0.9648228516358247;0.6565680054535018;0.5769369490454315;0.5860016096897845;0.7994876895641814;0.7936409388240495;0.9274275470808808;0.8208012969688677;0.484333048834175;0.4782907610364863;1.7168524623529726;5.569795595969091;2.265943410278598;1.0;2.3038521856904937
division_4_size_0.2;0.3863678210003848;0.216168077102954;0.21669165138085364;0.3036157527303285;0.2969581811882512;1.0;0.9303920129450735;0.6663484564181409;0.44916785083042676;0.4040387552659761;0.4233691702441495;0.7125451186983971;0.4565179189141757;0.6141874362762623;0.5325649262248726;0.6949304103487083;0.8428211496673172;0.7671871557134785;0.8148465380426;0.6674775652497551;0.6718715562690138;0.8314821628436835;0.8356223041182507;1.0000000000000002;0.9890210079730476;0.751802770976129;0.7547647092779772;1.5197838298332824;5.072552188001392;1.7307713102406355;0.8428211496673172;2.498959728093439
division_5_size_bulk;0.5332584791636128;1.0;0.9955323312417096;0.9540568945057482;0.9534023694045982;0.4890956721787031;0.48855960120720243;0.5527926039146145;0.3389510088075286;0.4751575954398507;0.41192659421419114;0.6031443415863216;0.39416095378192156;0.3777150793074096;0.37091743753126827;0.5317770501744662;0.6629445449281224;0.6456745908885537;0.7235274369327235;1.0000000000000002;0.9728353000230281;0.7639757471451545;0.778162937641562;0.957655628388881;0.9160804475222124;0.0715931873257265;0.08120803793392234;2.4431525666844514;4.84059293679574;1.4560170163335817;0.6629445449281224;2.7216313755340353
division_5_size_75;0.5340575647840459;1.0;0.9932400554430566;0.9491574230272533;0.9490612447565018;0.5035559983149885;0.500877183685018;0.5237672426244365;0.30697342239298864;0.4155987516893155;0.36575978170978046;0.5485687706080302;0.337239737869566;0.3659822943421433;0.3588207624150734;0.47619069750880705;0.5535461232417594;0.543844989706446;0.7099629605302574;1.0;0.9776454539282267;0.7916231821736814;0.7980560160649848;0.856053747119278;0.8255694611387886;0.1895833165785631;0.19328538895236058;2.4527134213422417;4.531372869174208;1.330149816639489;0.5535461232417594;2.6476769292929596
division_5_size_25;0.5330572274132128;1.0;0.9938839643380404;0.9671265994264956;0.9656127651001835;0.5695119858009815;0.558669735711722;0.5232759958987088;0.33524644052673785;0.4633113887675631;0.4113928730542787;0.5604201632369891;0.3821510649649563;0.370444918519109;0.36254826939714574;0.5038364406932613;0.6055744122411497;0.5937877328308981;0.6738812480630721;1.0;0.97538937151008;0.7917701529070135;0.7995994676834589;0.8403681159877187;0.8082071370096884;0.0843040732909749;0.08786564277395502;2.536638585227477;4.631889151659543;1.3941764705236612;0.6055744122411497;2.632138268894732
division_5_size_5;0.4471161584401648;0.5258280321153266;0.528932191117305;0.6777913874673094;0.6579797570448638;1.0;0.9307051483745272;0.5152581902432367;0.2998496547092809;0.3122385339968433;0.3072603552567231;0.4910999732544579;0.37890699198563027;0.3478911395919483;0.29997888783044296;0.3612122432160134;0.3523037800801836;0.3597603364688503;0.7535222037027454;0.796620728484654;0.7905229411225135;1.0;0.9234251280486739;0.9702402963849288;0.9068341593739955;0.5298080418364761;0.49208802562030063;2.203619419582636;4.270394451793016;1.1512296468432495;0.3523037800801836;2.766861024869583
division_5_size_3;0.28343375225538037;0.2307575798892008;0.22998935054960484;0.2978341454296193;0.2980425315861647;1.0;0.9046155133201027;0.3916296407823006;0.16224370231550822;0.3216507563685422;0.2918777498562724;0.1428205724011369;0.13768293550977384;0.1086523432636746;0.09769701039881798;0.2529444787753666;0.3265044432699506;0.28121045844314896;0.6327064007789454;0.5643261900787948;0.5748544386879069;1.0;0.9808047485355379;0.8121414663808917;0.8025126908450402;0.3679448804217115;0.34900121281116525;1.5285917253188201;3.2760957717629906;0.5731236720333537;0.3265044432699506;2.3764676564596865
division_6_size_bulk;0.4830553269684499;1.0;0.9924751061475429;0.9266176957314282;0.9251257299057418;0.3907330541329539;0.3899420015920861;0.48545866452173003;0.452385417056111;0.4375506369342499;0.43049496750938415;1.0;0.8814706423884496;0.1372792001725997;0.17485540171107206;0.5993784269476957;0.8559540228704665;0.8006842371486882;0.4534210479907248;0.5549736749136446;0.5484633783228425;0.5283686298421837;0.5359492681003224;0.6548405768661977;0.5958866682241716;0.1067839574343242;0.10953567265599755;2.317350749864382;4.168966741599342;1.5748298371068497;0.8559540228704665;1.7381828816220257
division_6_size_75;0.502525031521641;1.0;0.9926700142561709;0.9260446663650606;0.9243071020990754;0.4407128091776546;0.4369963313979216;0.4695702192646676;0.45478014145093376;0.4550730915116572;0.4443788501242668;1.0000000000000002;0.8793158869758642;0.1374128637354681;0.1734149422579368;0.5866403196625783;0.8412732871825808;0.7860618020095462;0.42225986605431504;0.546965095671793;0.5406689994947991;0.5003890039626179;0.5076702360313616;0.6090580685071324;0.5419663723557183;0.0867644655279789;0.08834091680278822;2.366757475542715;4.09017141057125;1.5924859552471256;0.8412732871825808;1.6564121681415434
division_6_size_25;0.49036385920368;1.0;0.9916215982828146;0.9116751348095338;0.9117513147607695;0.4343382242681454;0.428817539043495;0.5265416378571438;0.47456023838363043;0.4611534077336935;0.45249924834102356;1.0;0.8892194556311047;0.1822440148855557;0.21870722287718472;0.6251455685774556;0.8659601353297083;0.8141235906423301;0.5163132079225837;0.6027761729558031;0.5942186134881168;0.5632941794894617;0.5740475572964403;0.7144320288375329;0.6694881271691552;0.1716422789867661;0.1768325679163869;2.3460133590776793;4.389859939231755;1.6433974226192491;0.8659601353297083;1.8805023812827977
division_6_size_5;0.5113951696683705;1.0;0.9919824052684174;0.9506372098278576;0.9496709587003582;0.6401700078071486;0.6094146458387366;0.5745988598640847;0.5002322634594151;0.403372122077188;0.4072619157782956;1.0;0.9026098658745276;0.3220019726171776;0.3493715900746022;0.6521928795611304;0.858811683479435;0.8157803115315626;0.5916254849353241;0.6343423735281899;0.6277116224014123;0.6501377197688639;0.6546779936030999;0.7612010295041215;0.7165199908777627;0.3610859756990699;0.36269387968906147;2.5908072176350063;4.629866900974976;1.7253740946943656;0.858811683479435;2.0456811228011755
division_6_size_3;0.42165812436515127;0.6544909789255147;0.6578676836351961;0.7975569149227388;0.7719241162052359;0.9999999999999998;0.9265628812292261;0.5526975957799982;0.5335912793169003;0.2297837005998074;0.27919289147410564;1.0;0.8625883719528614;0.658916044905588;0.6372414427348284;0.5530923124274136;0.6719123596619001;0.6479055409919185;0.5668189405366466;0.5296959740295877;0.5207604954797782;0.5705150171158575;0.5769207114668757;0.7729778849601283;0.7575037772973469;0.3381356301897477;0.3446460512013124;2.4520478938482535;4.43380098127287;1.8886997455053953;0.6719123596619001;1.8731888761055735
division_7_size_bulk;0.5173690514816278;1.0;0.9961342301377347;0.948115728640976;0.9473770739600148;0.4577376195086877;0.45869064649958624;0.4889537933820008;0.3127402380929427;0.4065323879655625;0.35803498844844744;0.5763815768734395;0.34333314394286457;0.3891758744410135;0.3803151184585689;0.4291603849097275;0.4765487402963608;0.47024393025375594;0.6508324710896104;1.0;0.9798966983374542;0.8030255827047215;0.8006101489580492;0.7639560601221728;0.7351670941736252;0.1116059193443745;0.10742638511011289;2.405853348149664;4.415620222403271;1.3720898392800154;0.4765487402963608;2.566981642826894
division_7_size_75;0.5277080166734804;1.0;0.9963097991223651;0.9571468002335288;0.956525649871926;0.4793945217804277;0.47982037243652503;0.5047453956301178;0.3201242843363572;0.4070682808930609;0.35835231247062505;0.5801655866799605;0.3522647318344331;0.406846345308823;0.39653347970278646;0.4556680021390984;0.5194411899731886;0.5109471265188599;0.6675795789192763;1.0000000000000002;0.9795801277430379;0.7974100416720423;0.7988554856766055;0.7914523086470284;0.7626425542094378;0.1389835799252632;0.1376734601648787;2.4365413220139565;4.502383753174104;1.3940802128818444;0.5194411899731886;2.5888623503190713
division_7_size_25;0.5180418042247948;1.0;0.9969252483288055;0.9515260316658548;0.9503534850938429;0.4637946128484577;0.4639259512325454;0.5099241349495771;0.33862600091874584;0.4243196213038444;0.37627422934050336;0.5995757436190567;0.3712751617014733;0.4320269294645202;0.41941905762707327;0.4642358291947557;0.525983486764673;0.5183670505685651;0.6610836505515925;1.0;0.97745699831393;0.7867013267046341;0.7889426123777172;0.7811080991469354;0.7537204456958468;0.1284634186089964;0.12728561132085625;2.4153206445143125;4.549715207003664;1.4559222943874213;0.525983486764673;2.5678094258515696
division_7_size_5;0.6058583567907804;0.4888648578914053;0.49330709959392693;0.6017610158896258;0.5997556287678218;1.0;0.9792647003674154;0.522034085552246;0.5552758705006249;0.7303643028531894;0.694022971993787;0.4825691178348572;0.4894867938528379;0.5537449741552254;0.49338568857808934;0.36018715342453606;0.289097585299675;0.3061347660611183;0.5778512417727044;0.794667776115852;0.7956805128263714;1.0;0.8862550488773686;0.6572792629480093;0.5766954224340392;0.3807483684900224;0.3321933212245516;2.0906258737810313;4.507723019206808;1.766678394843272;0.289097585299675;2.451947039063861
division_7_size_3;0.5807586752649693;0.4870728399398616;0.4895471539738893;0.6095994407562167;0.6077536303976279;0.9999999999999998;0.9710919018173587;0.6248952868052117;0.788981645921178;0.939892020451688;0.907414553013313;1.0;0.7327762834706522;0.8838626797417056;0.7812014620418022;0.5184310597240526;0.452999359261148;0.47216800811633036;0.5550332080599923;0.8196260957435336;0.8146857436842254;0.94676747807404;0.7877905064097982;0.6504160738074828;0.5945867311201752;0.2491216498790911;0.21378886139313152;2.0966722806960782;5.693563707079599;2.8237547001933936;0.452999359261148;2.4168096476250565
