;$\overline{I}_{3800\text{–}2500}$;$I_{3375}$;$\overline{I}_{3375 \pm 32}$;$I_{3293}$;$\overline{I}_{3293 \pm 32}$;$I_{2928}$;$\overline{I}_{2928 \pm 32}$;$\overline{I}_{1800\text{–}900}$;$\overline{I}_{1800\text{–}1500}$;$I_{1722}$;$\overline{I}_{1722 \pm 32}$;$I_{1626}$;$\overline{I}_{1626 \pm 32}$;$I_{1550}$;$\overline{I}_{1550 \pm 32}$;$\overline{I}_{1500\text{–}1300}$;$I_{1396}$;$\overline{I}_{1396 \pm 32}$;$\overline{I}_{1300\text{–}900}$;$I_{1240}$;$\overline{I}_{1240 \pm 32}$;$I_{1155}$;$\overline{I}_{1155 \pm 32}$;$I_{1074}$;$\overline{I}_{1074 \pm 32}$;$I_{877}$;$\overline{I}_{877 \pm 32}$;$\Sigma I_{p,\ 3800\text{–}2500}$;$\Sigma I_{p,\ 1800\text{–}900}$;$\Sigma I_{p,\ 1800\text{–}1500}$;$\Sigma I_{p,\ 1500\text{–}1300}$;$\Sigma I_{p,\ 1300\text{–}900}$
division_7_size_2.5;0.4970424601300691;0.3818678031438292;0.38209281093487757;0.4819434956381075;0.48474095931490835;1.0;0.9543092660830814;0.5947004545117553;0.7412882906324022;0.9008431791892554;0.8673706727421089;0.9494238811541232;0.6982345163268915;0.8095045096805474;0.7132322978907699;0.47303338731612493;0.471278072835909;0.48060256706278326;0.5455348301165138;0.5001662601160407;0.5158275002425174;1.0;0.955095216925984;0.7956119708062436;0.7812465753232193;0.0696323089206101;0.06332090364387509;1.8638112987819366;5.42682787378212;2.659771570023926;0.471278072835909;2.2957782309222843
division_7_size_2;0.45560984318808895;0.3474245405794254;0.35008305795142025;0.4879236684985722;0.485457264913664;0.9999999999999998;0.9466467055748617;0.39089109214994017;0.44602612045911133;0.497406610481113;0.4893891378877184;0.676366405338757;0.4863646957830744;0.4840482514998549;0.42316971506679985;0.321999865980406;0.404265917759512;0.37071336096367474;0.383935646397992;0.2140518655752101;0.2398980725319918;0.7152876815795686;0.7300320879954686;1.0;0.701818692322453;0.0183045911269918;0.01899787232081453;1.8353482090779973;3.9914267322340153;1.657821267319725;0.404265917759512;1.9293395471547787
division_7_size_0.4;0.4007326791179587;0.1875724763489863;0.18979573628888044;0.4007326103495138;0.40687903725409685;0.9753633263031936;0.9194041469855938;0.28411151722914185;0.1679487093648213;0.2476594235248221;0.235996899475916;0.2828316682830755;0.1710708234360372;0.1407462805325507;0.12994436418159436;0.3941861992050104;0.8427722866282426;0.7180979109292812;0.3162589246431156;0.1230795641953995;0.14755525717182857;1.0;0.8457574820839842;0.4498557047910322;0.46524322578701677;0.004317370069435;0.005343093993088255;1.5636684130016936;3.086944927955122;0.6712373723404482;0.8427722866282426;1.5729352689864315
division_8_size_bulk;0.5038355085332599;1.0;0.9919176632233083;0.9086086950982388;0.9095660170317384;0.3945610738193382;0.39682596153224364;0.41544146503794815;0.3194270716765944;0.2361009093523399;0.23035500715705517;0.5621122785874062;0.5234168538336385;0.3398644921028689;0.34811199727336617;0.41643591353177156;0.5344060044751057;0.5045039366131155;0.4868983939467674;0.4646165669067355;0.4633313835477317;0.8081896234516308;0.8008349366150662;1.0;0.7315312271648775;0.0620818196346841;0.06624694614217506;2.303169768917577;3.9452898748760874;1.138077680042615;0.5344060044751057;2.2728061903583665
division_8_size_70;0.5421567646765485;1.0;0.9926268100380439;0.920688192975155;0.920648612382345;0.5060607933578499;0.5017197204949837;0.5373585229614934;0.40164639340019453;0.3356379153309684;0.3159247373684524;0.7113099069906494;0.6259415356507934;0.4548057286832473;0.459421274898674;0.5530882664687452;0.716161240726749;0.6701292544512887;0.6312149455821253;0.7037863422556998;0.6934703472381593;0.84785509334361;0.8512967554605505;1.0;0.9051313827340364;0.0797399354147432;0.08638341939204361;2.426748986333005;4.769556227330924;1.501753551004865;0.716161240726749;2.5516414355993096
division_8_size_25;0.49733832695552965;1.0;0.9920390573763738;0.9223603880187528;0.9244892616906892;0.4135280314645398;0.41288541991909977;0.49796382377681414;0.4006742274121437;0.3314586831397805;0.31360263848004466;0.7330469898752567;0.6608818166838608;0.4074717657091614;0.42150573857523543;0.5278717142694623;0.6938134474931194;0.6446394716521435;0.5559545012164145;0.632860836914402;0.6251137162745073;0.8457894283471556;0.842630639036614;1.0000000000000002;0.8002856148639285;0.0186876917967462;0.023654676780529005;2.3358884194832923;4.644441151478876;1.4719774387241986;0.6938134474931194;2.4786502652615576
division_8_size_5;0.6804251607700692;0.9999999999999998;0.9817578462438427;0.968506432953712;0.9560151118549828;0.9875071736621526;0.9529030963064842;0.23850976247363542;0.18503197183189712;0.1420448137315566;0.14558575772016488;0.2586566161311211;0.2504686141086973;0.2004736061614387;0.20317723538199453;0.20414990870874294;0.2583551288591815;0.24684648097482828;0.29572441938667976;0.1581335967853107;0.1756095786250224;1.0;0.7153349667482404;0.3671454359541033;0.4123307116452361;0.0041725649327813;0.004617464865615828;2.9560136066158647;2.384809197622712;0.6011750360241165;0.2583551288591815;1.5252790327394141
division_8_size_3;0.46000990491078647;0.6258922973258889;0.6064605930055837;0.5980301902094508;0.5944026508827391;1.0000000000000002;0.9293429575936754;0.22821574397969485;0.1320184821426379;0.0648736932625036;0.07499649983407208;0.2070410025333304;0.20185025284185687;0.1640610075998941;0.16554320901225927;0.20608274887357447;0.2794653654367091;0.2595970761060426;0.3113455714936501;0.1331172797918874;0.14840544407370912;1.0;0.7280760032413035;0.376193792716987;0.42310772092515736;0.0809938524366449;0.08127305868151295;2.22392248753534;2.2247521413413116;0.4359757033957281;0.2794653654367091;1.5093110725088743
division_8_size_2.5;0.3876593038425959;0.4772661974582827;0.46201375269670847;0.4606650695162638;0.4527455789697369;1.0;0.9178459629634196;0.27770274332585193;0.1466333146645024;0.1000376359311702;0.10555104630464981;0.2003958498102839;0.20049704370179583;0.2204684323479662;0.1831351292235318;0.24420004613222324;0.3047637486932732;0.2875882424926849;0.39263684123611964;0.2139550171177884;0.2294561545048919;0.9999999999999998;0.7353324746600388;0.4801157225670776;0.5145110352163282;0.2065526145636385;0.20613761500875047;1.9379312669745463;2.519736406467559;0.5209019180894203;0.3047637486932732;1.6940707396848658
division_8_size_2;0.35231036351899536;0.4789896908804711;0.4659354613587216;0.4426922199910612;0.43965419286471635;1.0;0.9078444445934845;0.1712622841329222;0.08249492636712888;0.0522171060670976;0.05484532932946069;0.1182985223834154;0.12081531958484752;0.107486858046808;0.10702061517092946;0.14850035312150406;0.2196432452498344;0.19986675631192488;0.24913786963780288;0.072980538827063;0.08854146488811107;1.0;0.7253674805181879;0.2802385102652085;0.3273092897658109;0.0264661192114612;0.02415296911763656;1.9216819108715324;1.850864780839427;0.278002486497321;0.2196432452498344;1.3532190490922715
division_8_size_0.4;0.3816921234533985;0.2655811481632482;0.27536337206537975;0.3287869049159417;0.32602925750173484;1.0;0.9205481101124099;0.2184625651572741;0.10419088653808034;0.0692221297029826;0.07017569106135094;0.132082491852139;0.1358799240581161;0.1761077411847188;0.14500367080439325;0.16203534376248188;0.2176816406037066;0.18539950525068877;0.3322431118543614;0.152391080835983;0.170310698969088;1.0;0.7350391549390047;0.3809282659852537;0.4221940486675136;0.1678759064074423;0.1681727902205609;1.59436805307919;2.1284133501647835;0.37741236273984036;0.2176816406037066;1.5333193468212367
division_8_size_0.2;0.3060717608734305;0.1562633391930089;0.15824451504412676;0.2073514719618284;0.2058773935249025;1.0;0.908704138270909;0.3205333042378316;0.1798914582251536;0.1508253080860222;0.14431076472269985;0.1799068438220264;0.19253043838530223;0.306884157187668;0.26931437281902976;0.27057850496612834;0.3247290224014787;0.3021238191438105;0.450847177874423;0.2881890705535288;0.3012569613631135;1.0;0.8097343926393902;0.4757988779279335;0.5088493415338048;0.3518068451724997;0.353544596026949;1.3636148111548372;2.7263332799786575;0.6376163090957166;0.3247290224014787;1.7639879484814625
division_9_size_bulk;0.5455860963950422;1.0000000000000002;0.9915525864967862;0.9721997631092348;0.9720035739469673;0.5473081592090251;0.5406668095308685;0.661189513188537;0.5571152432626164;0.3909499418349698;0.3760783911480749;1.0;0.8966836473401233;0.6659945211625397;0.6712754121566312;0.7357146710554128;0.927503467354282;0.8721887100850313;0.702009730703039;0.8868245183406134;0.8698378725642484;0.8503933287459057;0.8614433259443337;0.9997816091628108;0.9356023996809344;0.1315522662832604;0.13850014903716512;2.51950792231826;5.721447386601121;2.0569444629975093;0.927503467354282;2.73699945624933
division_9_size_70;0.5961295129940349;1.0;0.9881501016956096;0.9671659383311444;0.9686762326063485;0.7052114358832511;0.7027594199087291;0.27857145767785074;0.35391037984349955;0.1569062254616532;0.16275770269956347;1.0;0.8852007864738205;0.1691019552099463;0.205206727358367;0.4112159161496306;0.6515264190845875;0.6042065217211875;0.1559502343111633;0.2495788655030126;0.2455999077901929;0.1489797448963436;0.1566698014875153;0.1610738340877121;0.1519939475697002;0.0400000777747956;0.04247032523621738;2.6723773742143955;2.537167044243255;1.3260081806715993;0.6515264190845875;0.5596324444870683
division_9_size_25;0.5576796791699903;1.0;0.9845247253435909;0.962456774749853;0.9634571137002527;0.6261414479613429;0.6213614412042945;0.34364169482429474;0.3915279978641904;0.2254624758336415;0.2223710755863425;1.0;0.8941274106756464;0.2317851431329567;0.26485965629775166;0.4681083559799776;0.7022554379451003;0.6542801506229539;0.2456724439697549;0.368710994431017;0.36215650554430423;0.2457496362794851;0.25527567822891445;0.2763083397992333;0.2633620024241188;0.0647438310546719;0.06778611812401988;2.588598222711196;3.050272027421434;1.4572476189665982;0.7022554379451003;0.8907689705097355
division_9_size_5;0.6218390784108254;0.8508945538259558;0.8403769301488186;0.7814880761763334;0.7827816362187299;0.903970000890554;0.8876279360725982;0.2350687383967259;0.34536282417226394;0.1240801542509609;0.139654823463733;1.0;0.8774136101992929;0.1511773701101688;0.1844512386931523;0.34868021958452006;0.5824766564701533;0.5363775796027022;0.09574575699415809;0.1580945355660817;0.1550150925386915;0.0787185553260463;0.08533853178110924;0.0834891151826757;0.07820707695929863;0.0303936432617751;0.033130214932487745;2.5363526308928432;2.178036386906087;1.2752575243611297;0.5824766564701533;0.32030220607480364
division_9_size_3;0.5539470983457199;0.8625616559528645;0.8441937867206317;0.6757674147931797;0.6796617258393427;0.9157131561138158;0.893627321216998;0.19214678518852985;0.30134577103404214;0.0433812919007839;0.06666571716859751;1.0000000000000002;0.8699463490607093;0.0940121350689873;0.13333367596088203;0.3044418176254126;0.5567094966229704;0.5075733235886845;0.054301107327350905;0.0871457392842687;0.08452704705065753;0.0347977479193357;0.0398651715954684;0.0344118907542716;0.032205241334782884;0.0311978630004167;0.034300852679864935;2.45404222685986;1.8504583015506177;1.1373934269697714;0.5567094966229704;0.15635537795787602
division_9_size_2.5;0.5594077908706308;0.7224000298898156;0.7098298416327471;0.5667620398312924;0.5688122332792787;0.9331053143004882;0.9120666256173412;0.20954786033068062;0.3374014407010547;0.1089941568435027;0.13085787215830574;1.0;0.8702014591479199;0.1219073629800066;0.1563303270468242;0.31688633647574016;0.5533161990636599;0.506509681028048;0.06019478067474402;0.1029255443943976;0.10083594232754488;0.0445081757461904;0.04902275511605256;0.0309258446749421;0.028828503784857205;0.032902892777034;0.03485366702150327;2.222267384021596;1.9625772837026991;1.2309015198235094;0.5533161990636599;0.17835956481553011
division_9_size_2;0.5248224710141016;0.8555126864901617;0.8287731397453064;0.672454197032943;0.6699400021511752;0.8513184728538575;0.8369711437217064;0.20055482906424663;0.31568252810217895;0.0529113450392323;0.07619286749286311;1.0;0.8806274491792038;0.1166285113442223;0.1629121137966931;0.31497401922859103;0.5704687593040588;0.5207549004573404;0.05720666818517139;0.090208422518715;0.08715561184205346;0.0355834875333302;0.04049972210223283;0.0369108815034947;0.03504948135703699;0.0324250678149613;0.03518906777573118;2.379285356376962;1.902711407243053;1.1695398563834545;0.5704687593040588;0.1627027915555399
division_9_size_0.4;0.5157384439412858;0.8308943059595392;0.8157483090531313;0.6755385477237552;0.6717533682538651;1.0;0.9431857149983822;0.19742071681333934;0.31345946527061347;0.0562379821143636;0.07916143762307462;1.0;0.8663277036262659;0.1266741760385991;0.15820342267845816;0.2956454204932491;0.5311609869303477;0.4854530505527403;0.061467549507426944;0.0966954818568605;0.0942711233179114;0.0415979052944464;0.04667615736695718;0.0498104630211728;0.0459012374875968;0.0301603159949417;0.03284898088559738;2.5064328536832945;1.9021769952557903;1.182912158152963;0.5311609869303477;0.18810385017247971
division_9_size_0.2;0.3045840873410683;0.4662535784779377;0.45667947406478493;0.4170182839496176;0.4142273101120545;1.0;0.9154207789438734;0.24898484571463422;0.33780828361135756;0.0887366911371467;0.1087934367846112;1.0;0.8624862714901752;0.1893118694206783;0.2100151684724524;0.3493142741670813;0.5836225176427533;0.538874519497393;0.13237693999044772;0.17117626809011;0.16759403760613842;0.1146218165465931;0.1197769289878947;0.1133754849250373;0.11095257634377079;0.1641585259155797;0.10596591807250672;1.8832718624275553;2.2608446477623185;1.2780485605578251;0.5836225176427533;0.3991735695617404
division_10_size_bulk;0.4829934918443402;1.0;0.9896991663857846;0.9119394185649504;0.9108656943921648;0.3731175354986714;0.37487201183556224;0.5209040100984386;0.3389194758655962;0.4373598598510598;0.37903173712504046;0.6178526036449417;0.4062583385123296;0.3905781633674251;0.38631748637696295;0.5226560777855666;0.6395310561911772;0.6239931557381504;0.6564088586169419;1.0;0.9718932265156014;0.7424029872849558;0.752581844378073;0.8343138225205305;0.7995886843585234;0.0463109131130365;0.051287756462673556;2.285056954063622;4.66203849286009;1.4457906268634264;0.6395310561911772;2.5767168098054865
division_10_size_70;0.4892449572534648;1.0;0.9957891736403023;0.9857031425442816;0.9802308783592527;0.4507762248466581;0.4447728978424105;0.6056482569752611;0.4913145823557826;0.4859855147583436;0.45876159385349274;0.7241746589576111;0.6729349956399711;0.5615349547223037;0.5468586771012005;0.6105570179844845;0.7396087690267711;0.7225918685292286;0.6888811708975461;1.0000000000000002;0.9720043229542343;0.7922157835707441;0.805190505329516;0.9333126573902432;0.8944541876325525;0.0251318297976438;0.03271461339446327;2.4364793673909397;5.236832338426017;1.7716951284382585;0.7396087690267711;2.7255284409609875
division_10_size_50;0.4737741535428641;1.0;0.9886429792817616;0.9080793775371596;0.907597376958257;0.3592856127199241;0.36166441337314303;0.5159795338666285;0.3317808233102229;0.4259357786394887;0.3678196859659992;0.6226501009337302;0.3930318532224655;0.3919380999873459;0.38760837099967016;0.5187479337055679;0.6305034504982726;0.6159875958477677;0.6526367392073077;1.0;0.9715749624654059;0.7459901852806078;0.7552482170413821;0.8175841004334526;0.7848372029760079;0.0477008425552409;0.052353982907509714;2.2673649902570836;4.634601715772898;1.4405239795605649;0.6305034504982726;2.5635742857140604
division_10_size_25;0.4667137243643333;1.0;0.985507654690959;0.8944993845700988;0.8936348396317052;0.339358212940776;0.3425095144601092;0.5203762688327855;0.33768357647689384;0.4329977554102677;0.3747175751213526;0.6248476958701836;0.40570363257326214;0.3910294082973324;0.3874996584171914;0.5210981633775709;0.6357053465867106;0.6205661627227111;0.656925654741006;1.0;0.9719540330252112;0.7521023853644667;0.7617507619316842;0.8276247027327154;0.7944437508360129;0.0548299364415887;0.059632113157086615;2.233857597510875;4.664307294261677;1.4488748595777838;0.6357053465867106;2.579727088097182
division_10_size_5;0.7137192267981296;0.925026226449564;0.9177001273728533;1.0;0.9891721183383048;0.9573441486899636;0.9444812841020505;0.40735460330813483;0.2139109814168492;0.3201324160904349;0.29655283569474217;0.2056582785679325;0.21095104431810752;0.195723674651089;0.1890961009758365;0.2708045366476172;0.2443237273065365;0.2516877522660783;0.6204313026019115;0.8824678579184332;0.8766402314882192;1.0;0.844227990914962;0.7704579553817755;0.6736532461458048;0.2689972371364678;0.24046359653330404;2.8823703751395278;3.6187639099162014;0.7215143693094563;0.2443237273065365;2.6529258133002087
division_10_size_4;0.5668622056461988;0.9422193535435724;0.9291371093344315;1.0000000000000002;0.9832239294103438;0.8314982867588936;0.805600604620737;0.46469180919714353;0.22838351656072872;0.302297953106073;0.28038040102624956;0.2280577999398115;0.23103554942857044;0.2417968814476415;0.23502843519787978;0.339978165684607;0.3204368338360073;0.3264297154083519;0.7039872386357457;0.8853622004736847;0.878728915797999;0.9999999999999998;0.8720251210854203;0.8646213488460888;0.7742447186388162;0.4582094548514676;0.4317626214437738;2.773717640302466;3.8425730176493063;0.772152634493526;0.3204368338360073;2.749983549319773
division_10_size_3;0.5745915340907165;0.8845628475460303;0.8748917510489957;0.9799810388272414;0.9626368307284793;1.0000000000000002;0.9583775906720512;0.47168660178632366;0.2485391998518292;0.3326229960469931;0.3100030686091052;0.2420002737082866;0.24444971578042726;0.2684427966210531;0.2530505986047655;0.3503470071081392;0.3380260325361596;0.3453339408584442;0.6994363321477983;0.8592092111973024;0.8521245535357383;1.0;0.8728228374548587;0.867169951514676;0.7885171153517031;0.4506239379468079;0.42908167312658496;2.864543886373272;3.907471261624471;0.8430660663763327;0.3380260325361596;2.7263791627119787
division_10_size_2.5;0.6679306211965802;0.7870855107066816;0.7748393867155268;0.9250597632402832;0.8917768354854833;1.0;0.9823019137372325;0.45196751834538995;0.20863787072096676;0.2644441082653597;0.2433553488547342;0.2143592804883208;0.21523477818326966;0.2239001072049943;0.2152771679120271;0.326016804724267;0.3005624900477301;0.3089227797421975;0.6971417789014575;0.8675430135274619;0.8610140435308721;1.0;0.8445072722565055;0.8714324715307439;0.763322081398362;0.5052119468454747;0.47663790089914243;2.7121452739469647;3.7422414710646104;0.7027034959586748;0.3005624900477301;2.7389754850582055
division_10_size_2;0.4791346668330464;0.6606879543660577;0.6441779619265189;0.7663920582161913;0.7502327498268626;1.0;0.946693726690019;0.4495360723313226;0.22637561550544322;0.2733278949303092;0.2623327212285832;0.3217349655176582;0.25812627034418245;0.2187841099241774;0.20841713869304818;0.3379304611996766;0.3639474486088698;0.36656737969815284;0.6724403219146948;0.6054114989365906;0.6089050769300853;1.0;0.9585004858782871;0.9003359989170152;0.8897803739183477;0.365059195908059;0.3594534791635962;2.4270800125822487;3.68354191683462;0.8138469703721448;0.3639474486088698;2.505747497853606
division_10_size_0.4;0.5484394467044577;0.4388089762451743;0.4301733678481942;0.6109551987403845;0.6039459243588795;1.0;0.9661026880005084;0.3506756427415137;0.14654263636839626;0.2228390421968084;0.21643972600250475;0.3100803379946998;0.15948045314379689;0.0945178105240102;0.07846155461765553;0.21506872960278034;0.3166238802822786;0.28551538481213334;0.5712925005770736;0.5412988529638642;0.5465206806556167;1.0;0.9885710984233991;0.8455084230664339;0.8347858683443664;0.226588430877146;0.1896607489088504;2.0497641749855586;3.3308683470280953;0.6274371907155184;0.3166238802822786;2.3868072760302983
division_10_size_0.2;0.48942582337384805;0.0882305098876261;0.09814261631398234;0.2650883011704767;0.2594234251756885;0.8707087923356196;0.8511271155922558;0.5993595951144609;0.3981481805090049;0.5603785810152722;0.5504236470352109;0.2012707406448218;0.21352477019973418;0.5223518726389393;0.349135395023688;0.49280145765150607;0.4760072730249061;0.48669329871927663;0.8032976298063368;0.734250079280306;0.7418944904913264;1.0;0.9884265861371171;0.9156119006383874;0.9023123553236253;0.6981707407309901;0.6958120982162082;1.2240276033937225;4.409870447242633;1.2840011942990333;0.4760072730249061;2.6498619799186933
